deathRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctUnemployed16_Over,PctPrivateCoverage,BirthRate,region
180.5,40994,43996,15.3,0,38.8,2.74,53.7,34,7.7,60.3,6.010723356,South
153.5,52238,193535,16.8,258.3512026,35.6,3,52.2,28.1,7.5,61.5,6.393153226,South
160.6,26309,8551,35.3,0,43.9,2.49,30.2,40.6,14.6,54.8,3.166561115,South
213.9,40387,28854,18.8,138.6289596,40.3,2.63,55.2,37.7,12.3,58,6.089508437,South
139.4,66249,33381,9.5,59.91432252,43.1,2.79,56.7,27.4,8,73.7,5.808219178,South
166.4,38564,25534,21.4,0,43.2,2.48,52.9,37.9,6.2,55.6,8.220466516,South
178.8,41348,11539,19,0,40.1,2.65,52.2,43.2,12.1,53.3,5.545147996,South
175.9,60388,217739,13.7,13.77796353,36.3,3,50.6,30.5,10.3,69.1,3.860213737,South
174,53027,150033,17.2,6.665200323,34.8,2.72,51.7,30,9.7,69.3,5.666906226,South
192.8,35955,9245,25.3,0,39,2.71,47.3,44.2,6.8,48.5,5.602094241,South
213.2,51931,63360,13.5,0,38.3,2.88,56.7,34.3,7.9,67.6,4.117165096,South
169.3,41818,13635,18.2,0,39.9,2.61,53.8,40.2,12.7,55.5,3.74722134,South
171.6,35235,14920,24.8,0,36.1,2.75,54.9,40.2,6.6,45.8,4.831625183,South
211.2,30835,16106,26.4,0,38.4,0.0261,41.6,41.2,17,43.3,4.429860541,South
215,30678,8957,34.6,0,40.7,2.53,37.6,36.8,10.3,44.9,3.774792067,South
167.8,29818,9656,30.4,3935.376968,39.6,2.8,42,39.3,9,52.2,2.640934485,South
162.1,51749,28494,14.5,0,39.4,2.76,52.5,37.3,9.5,65.1,3.929500144,South
204.1,40339,18201,21.3,0,38.6,2.62,45.3,37.9,15.6,58.4,4.34410443,South
209.2,37113,10312,23.9,0,33.6,2.72,48.5,30.5,14.6,46.9,6.906534326,South
169.7,35807,47731,25.4,62.8522344,38.5,2.65,45,43.6,6.6,57.4,4.598218303,South
192.8,64533,29202,11.8,0,36.7,2.76,56.4,28.6,7.2,73.5,5.414364641,South
170.3,41682,62467,17.2,0,27.6,2.72,54.1,31.5,12.9,69.5,9.713596623,South
196.7,39484,7673,17.9,0,47.2,2.23,46.5,42.2,9.3,58.6,1.638311279,South
180.9,43193,17731,21.9,0,31.2,3.27,47.6,36.9,15.6,60.5,5.82010582,South
180.9,38887,112865,24.5,70.88114119,29.4,2.78,40.6,28.3,13,58.5,6.143722718,South
158.1,44653,31408,18.6,0,36,2.66,47.5,28.6,8.2,66.3,3.509433962,South
219.5,37413,21540,27.6,0,38.2,2.61,48.4,38.6,9.5,54.9,5.374121538,South
143.9,37603,13969,23.3,0,47.6,2.63,47.8,35.8,8.8,54.3,2.708877285,South
214.9,29430,13632,34.1,0,40.5,2.62,34.5,37.8,18.7,49.2,6.381381381,South
227.2,45557,28441,19.7,0,40.2,2.75,50.8,39.9,8.7,59,5.50827789,South
159.3,36055,8761,25.9,0,500.4,2.83,44.1,37.5,14.3,56.5,12.648456059999999,South
173.9,37243,21190,23.6,0,42.1,2.65,48.7,39,12.8,51.2,6.365870002,South
200.8,35276,5854,25.1,0,41,0.0242,49.6,40.3,6.5,52.6,2.32,South
179.7,32711,22574,32.6,0,37.6,2.55,39.8,39.8,13.5,46.6,7.192480588,South
139.2,53542,27103,14.8,0,41.9,2.68,51.1,35.4,10.5,66.2,4.581280788,South
163.1,36436,8951,22.4,0,38,2.62,45.1,42.3,6.7,54.3,6.796116505,South
172.3,50295,18046,15,3657.320182,43.2,2.76,53.8,34.8,6.9,66.2,3.7027833,South
204,40976,39565,18.7,0,37.2,2.75,54.4,36.8,11.1,53.2,3.893548721,South
190,41783,200579,21.9,174.4948374,33.5,2.61,39.5,27.7,11,62.4,6.992367626,South
182.4,48058,105473,19.4,0,429.6,2.92,44.4,32,11.8,60.6,6.215613383,South
140.8,80631,35965,7.9,0,39.7,2.88,61.2,21.3,5,80.6,3.593692703,South
150.6,46840,14871,15.8,0,42.4,2.63,52.6,36.1,5.3,62.2,6.672760512,South
173.2,63964,152238,10.7,6.568662226,35.1,2.99,57.5,35.6,8.7,72.3,4.002336389,South
222.3,40550,26720,21.7,2844.311377,34.7,2.5,44.7,30.1,11.3,60.9,2.874946891,South
176.4,51047,30309,12.3,263.9480022,44.7,2.61,62.8,30.8,8.3,68,5.382482466,South
219.8,40526,19103,18.9,0,39,2.72,50.2,39.3,8.9,54.2,7.704581719,South
224.3,50395,17941,13.7,0,38.9,2.92,56.2,39.2,10.4,65.2,3.422926717,South
127.1,36128,11396,23.9,0,41.3,0.0255,41.2,43.6,7.4,54.2,3.860242322,South
186.9,42125,21353,18.9,0,45.6,2.49,58.7,39,6.3,61.9,5.057135911,South
250,29477,2302,29.5,0,49.2,2.29,40.2,40.7,11.2,48.8,8.61618799,South
169,38449,16281,20.6,0,47.8,2.34,55.1,34,7.3,50.8,5.049875312,South
127,25807,7193,36.3,0,39.2,2.54,40.7,35.3,10.4,41.8,10.85271318,South
197.6,36012,201793,26,535.2019148,33.3,2.68,35.2,31.1,12,56.6,6.251597303,South
162.1,48287,88856,17.3,0,37.5,2.91,46.4,31.2,11.2,62.2,5.788659325,South
151.3,39601,5168,20.1,0,38.4,2.7,53.4,34.4,12.4,51.7,6.255585344,South
214.9,34012,14162,26.2,353.0574778,40,2.61,45.1,42.2,9.8,52,7.930489731,South
180.1,37672,8647,26.4,0,45.1,2.62,46.9,40.3,9.4,51.1,2.387267905,South
196.2,35555,64051,27.4,0,38.2,2.76,44.8,36.5,12.4,54.3,5.051532411,South
213.1,36870,25586,20.9,0,41.2,2.7,54.9,38.3,10.6,59.1,7.304204452,South
228.8,27635,5851,39.4,0,38,2.48,23.1,35.6,14.5,41.3,2.584269663,South
181.7,34017,30779,33.9,0,34.6,2.58,37.6,31.4,14.4,49.3,6.812933025,South
178,46495,5040,12.8,0,49.2,2.18,63.2,42.4,3.3,76.1,7.09382151,Midwest
151.9,49513,65787,17.9,45.60171462,30.1,2.46,43.6,28.1,4.9,79.5,4.61118069,Midwest
161.5,52272,25313,8.9,1896.258839,43.5,2.27,55.4,37.6,3.2,81.5,5.656722201,Midwest
187.8,53291,35569,12.1,0,41,2.51,50.6,36.4,5.4,73.1,5.169121658,Midwest
148.8,88500,98741,4.8,638.0328334,36.9,2.76,62.3,21.2,3.8,87.5,5.473379087,Midwest
168.1,45179,28706,15.7,0,48.3,2.19,61.1,35.4,7.4,61.7,7.941812463,Midwest
167.2,51274,12109,11.5,0,43,2.36,56.4,36,2.6,68.5,8.914100486,Midwest
149,75122,54293,6.2,0,40.2,2.63,57.2,34.6,5.5,80.1,5.001246158,Midwest
161,55560,62324,13.3,0,32.4,2.51,49.6,27.3,4.3,78.8,6.780928638,Midwest
184.9,43674,8803,17.8,0,42.5,2.48,57.1,38.1,7.4,57.6,7.495429616,Midwest
128.7,48593,5194,10.4,0,51.3,1.93,63.3,25.1,4,73.9,2.465166131,Midwest
153.8,48176,11549,12.9,0,42.8,2.38,57.7,36.2,4.9,70.6,8.062360802,Midwest
176.7,50162,63428,10.9,378.3817872,43.5,2.36,56.3,31.4,5.7,70.1,6.153360682,Midwest
154.4,76269,414686,7.3,159.1565667,37.5,2.59,55.2,21.6,5,82.2,5.401029725,Midwest
153.6,68777,20364,7.6,0,37.9,2.67,59.6,33.5,3.5,81.8,6.386701662,Midwest
160.9,52298,37075,9.6,80.91706001,44.1,2.32,59.8,29.9,4.5,77.9,6.190278355,Midwest
158.9,48163,14050,13.5,1138.790036,46.7,2.18,57.4,39.9,4.2,72.1,3.50678733,Midwest
152.7,52444,20834,11.6,0,43,2.4,59.1,35.7,4.3,74.8,5.655206776,Midwest
164.1,47203,30613,12.5,65.33172182,44.6,2.33,52.7,36.7,4.9,70.3,5.846508564,Midwest
161.6,60869,46435,9.6,0,43,2.42,55.8,33,5.3,77.2,6.13624545,Midwest
159.9,48179,5903,10.5,0,46.3,2.32,60.1,33.4,3.6,73.5,8.227848101,Midwest
156.8,64490,1223149,13,690.0222295,36.1,2.39,47.2,17.8,6,75.4,5.881342381,Midwest
141.8,59900,18773,8.4,0,45,2.35,58.1,34.3,4.9,76.7,3.366021733,Midwest
156,47944,20655,12.2,0,48,2.32,62.6,31.8,5,67.9,3.229308005,Midwest
177.3,65342,38429,7.8,0,39.5,2.68,53.6,37.8,7.3,75,5.876216968,Midwest
177.7,48525,45435,14.7,0,45.9,2.33,58.5,31.8,7.1,69.6,6.184256155,Midwest
130.4,53700,10079,9.8,0,43.4,2.32,59.4,34.8,3.2,80.4,7.996051333,Midwest
162.2,48908,15837,13.8,0,43.9,2.55,54.9,39.7,9.8,64.6,4.499229584,Midwest
147.5,57405,42542,11.5,1504.395656,39.9,2.48,57.7,27.9,4.8,70.7,5.730234678,Midwest
168.3,50372,4424,9.9,0,48.1,2.28,54.7,35,2.8,73.8,6.869220608,Midwest
173.3,44113,12841,15.3,0,47.4,2.18,55,36.5,7.8,62.3,3.367670365,Midwest
145.6,48245,6856,10.4,0,49.8,2.24,61.2,38.3,3.7,78.6,6.786941581,Midwest
164.5,52381,10631,10.5,0,50.2,2.06,62.3,36.2,4.8,71.9,7.011070111,Midwest
172.7,44727,3923,10.7,0,50.3,2.4,52.3,44.8,4.8,69.4,5.924855491,Midwest
166.9,61665,27663,8.9,36.14936919,41.3,2.52,58.4,35.5,5.3,78.7,7.140456989,Midwest
146.8,48449,5771,10.2,0,46.5,2.25,59.1,40.5,2.8,78.6,5.539070228,Midwest
163,53552,25673,11.5,0,35.1,2.46,51.3,35.1,5.3,76.7,5.799293999,Midwest
175.4,60114,35932,7.9,1586.329734,39.9,2.4,56,38,4.5,77.3,7.114267269,Midwest
215.7,39926,5457,19.6,0,36.3,2.71,46.3,37.1,9.2,47.9,8.348623853,Midwest
148.2,54433,9423,9.6,0,43.8,2.32,59.4,37.4,4.7,76.8,6.110201855,Midwest
162.5,52042,20022,12.2,49.94506043,45.4,2.26,54.9,38.6,3.5,72.5,7.700101317,Midwest
151.2,54354,23102,10,0,42,2.48,60.4,38.3,4.7,75.7,6.093113066,Midwest
190,48434,25788,12,0,40.3,2.52,51.9,38.3,7.7,69.7,6.653151493,Midwest
169.5,50685,32775,11.8,0,41.2,2.43,57.5,38.6,5.8,71.3,5.734925549,Midwest
155.6,47537,39116,12.1,0,39,2.51,53.1,32.6,6.5,73.4,6.166646274,Midwest
156.4,52219,8413,9.6,0,47.6,2.24,61.4,36.5,4.5,76.2,6.466069142,Midwest
133.3,61279,33347,10.2,0,35.7,2.39,50.8,27,4,80.7,5.329918283,Midwest
138.1,50684,21770,13,0,36.6,2.71,54.1,34.3,6.9,67.3,7.86717183,Midwest
169.9,51597,6678,13.4,0,45.4,2.4,56.2,38.5,5.1,70.3,6.289308176,Midwest
142.2,69430,151436,9.8,151.8793418,36.7,2.52,55.2,20.9,4.1,80.4,5.82767149,Midwest
156.9,51510,57716,11.2,346.5243607,46.7,2.34,60.2,30.5,4.4,74.7,7.511606314,Midwest
174.2,50905,14219,9.3,0,39.1,2.34,49.7,36,3,75.5,5.893845653,Midwest
161.7,42157,29069,17.5,0,43.7,2.42,51,42.6,7.4,68.4,4.865649964,Midwest
173,47164,9271,12.2,0,42.3,0.023,59.2,36,4.2,69.1,5.622270742,Midwest
184.4,50175,31533,12.7,0,38.9,2.37,52.8,31.1,4.6,72.5,7.867590454,Midwest
154.5,51343,11041,10.4,0,46.5,2.23,63,34.1,4.1,76.8,8.178625188,Midwest
166.5,55070,538133,16.5,535.1836814,34.6,2.47,44,21.9,7.1,68.8,6.13624584,Midwest
157.6,48188,4055,9.2,0,42.3,2.43,57.5,40.9,3.5,72.9,10.14120668,Midwest
180.7,49934,15471,12.4,0,43.2,2.43,54,37.9,4,71.6,5.74439157,Midwest
176.5,54386,14892,11.3,0,44.5,2.34,57.1,37.5,5,76.2,5.738255034,Midwest
168.4,60317,65400,13,0,36.4,2.5,49.2,31.8,5.6,78.4,4.613270514,Midwest
147,55352,9600,9.6,0,41.1,2.37,61,38.5,3.7,73.8,11.04133961,Midwest
158.2,53838,15770,9.2,0,41.2,2.44,59.7,37.3,2.7,80.4,6.330669945,Midwest
184.8,49714,200431,17,683.52699930000006,40.9,2.26,47.7,29.5,6.9,74,4.901104316,Midwest
153.9,91688,141660,5.5,444.7268107,35.5,2.9,60.3,23.4,4.6,85.5,6.064705544,Midwest
170.5,76512,91705,7.2,0,35.3,2.89,57.2,26.6,5.2,82.3,6.543533237,Midwest
181.7,59893,14875,9.2,0,41.4,2.46,58.3,40.8,5.5,76.6,5.58244595,Midwest
153.7,55832,154708,13.4,329.6532823,34,2.52,50,30.2,5,77.9,4.490661015,Midwest
145.9,57850,36755,10.9,0,39.8,2.52,55,35.5,4.9,76.1,6.135046611,Midwest
146.2,55292,9796,14.2,0,32.7,2.55,51.3,27.2,3.1,84.2,6.221294363,Midwest
162.3,51032,9340,10.8,0,44.5,2.21,57.5,38.6,3.9,72,9.56284153,Midwest
147.2,43287,24257,17.8,0,43,2.45,58.7,37.1,5.1,66.1,7.800672834,Midwest
132.3,49536,3401,12.2,0,48.4,2.19,62.9,34.8,2.9,75.8,4.967948718,Midwest
160.2,58752,21239,7.3,188.332784,43.8,2.36,61.8,39.1,3.6,77.8,5.142332415,Midwest
187.9,41909,13875,15.8,0,43.3,2.35,52.2,39.3,5.2,62.5,5.574778931,Midwest
163,54183,18989,10.1,0,39,2.43,56.8,35.2,4.6,77,6.458604248,Midwest
152.1,84113,251597,6,584.2676979,38.9,2.67,57.2,22,4.8,85.7,5.104712042,West
159.7,48658,10952,10.4,0,39.6,2.45,55.4,40,2.9,69.4,3.17533364,Midwest
122.5,54536,6396,10.3,0,43.7,2.29,56,30.5,2,79.1,7.810107198,Midwest
166.8,49365,50885,15.8,19.65215682,33.9,2.46,45.1,29.6,6.2,78.2,4.802427113,Midwest
165.2,76489,131311,6,0,35.6,2.82,60.5,28.9,5.2,81.3,6.296560212,Midwest
151.9,51028,9875,11.2,0,43,2.33,58.8,36.8,3.4,74.5,7.744282744,Midwest
212.3,32327,31254,32.9,671.913995,40.7,2.5,37.8,35.9,11.3,46.8,3.939346569,South
187.8,35180,37388,21.8,80.23964909,39.9,2.49,50.8,36.3,9,53.7,4.523580366,South
171.8,30668,12574,23.2,0,45.3,2.55,44.8,36.6,12.7,46.1,3.098591549,South
200.3,32521,19043,23.6,105.0254687,40.8,2.52,46.7,31.4,12.6,53.6,6.091370558,South
208.7,30665,8182,25.6,855.5365436,39.8,2.83,47.4,38.1,17.1,56.3,0.41322314,South
241.9,29297,33322,34,0,34.7,2.6,31.1,25,15.3,42.8,4.919773478,South
228.6,33141,14717,25,0,40.5,2.46,47.8,34.2,10.1,50.6,5.766908213,South
191.7,38219,10243,17.9,0,44.6,2.75,53.1,37.3,11.9,53.6,3.765060241,South
198.9,31616,17328,24.7,0,37.7,2.63,43.4,37.3,12.2,54.1,7.273181705,South
151.2,34548,8299,24.2,0,42.8,2.49,46.8,33.4,14.2,50.6,4.786324786,South
175.9,26083,9150,42.6,0,32.7,2.74,26.2,29.8,17.5,37.9,5.663430421,South
191.4,34910,16006,22.4,0,41.3,2.51,48.7,34.4,11.7,55.1,6.761177754,South
187.5,33939,20048,28.4,0,38.8,2.57,44.2,32.9,16.2,52.9,3.726061615,South
266.7,28647,24620,35,0,33.5,2.62,31.4,27.6,20.3,42.7,6.156510786,South
194.9,35314,28773,26,0,38.1,2.82,43.7,31.5,14.3,48.7,4.448742747,South
205.1,31835,19543,26.5,51.1692166,37.6,2.76,44.7,36.8,13.7,50.5,6.243007384,South
193.9,58479,173323,10.1,115.3914945,36,2.8,52.3,29.9,7.6,72.7,4.636235598,South
209.2,36808,75944,26.4,65.83798588,31.9,2.58,38.9,28.2,13.1,56.5,4.81629545,South
261,29090,13352,26.8,2771.120431,39.8,2.39,59.2,43.4,12.3,44.8,6.838709677,South
191.1,48264,763623,16.8,409.8881254,37.9,0.0241,43.7,27.5,8.4,69.2,5.584172261,South
186.9,51227,51961,14.7,38.49040627,37.4,2.65,55.1,28.9,8.8,68,5.553303608,South
246.4,34271,23175,25.6,129.4498382,40.9,2.53,57.1,37.3,9.1,48.8,5.022573363,South
195.8,54728,165012,15.5,430.2717378,36.4,2.58,46.6,29.4,7.7,70.6,6.589773358,South
216.8,27709,15693,33.7,0,40.8,2.57,49.2,35.1,14.6,47.1,6.41509434,South
224.6,26048,31730,34.9,0,39.2,2.5,47.5,40.7,15.7,40.3,4.863950374,South
192.6,40312,14241,18,0,40.6,2.6,49.4,43.1,9.3,57.7,5.039267016,South
216.7,34678,60094,24.7,0,38.5,2.54,52.9,37.9,12.4,53.3,5.76001128,South
269.2,32835,15745,25.9,1397.268974,40.3,2.6,57.2,41.5,7.8,54.3,3.753424658,South
275.9,25473,6752,35,0,41.9,2.2,44.6,42.5,12.2,41.5,2.731512325,South
262.7,27777,10711,33,0,42,2.59,49.5,33.8,17,46.5,3.237555645,South
226.5,28574,23123,30.1,129.7409506,41.6,2.44,55.2,36.1,12.6,47,5.618408437,South
239.3,30217,13682,34.4,0,40.8,2.54,55.1,42.2,8.4,49.1,3.777923784,South
199.1,35368,24463,27.6,81.75612149,40.3,2.48,53.9,44.5,10.5,55.7,7.499096494,South
211.7,42892,9316,14.1,0,45.9,2.44,61.1,46.9,6.7,67.4,1.418067227,South
206.8,41150,26910,16.9,0,40.5,2.44,52.2,40.3,7.7,60.1,4.897396103,South
202,43067,8306,15.4,601.9744763,49,2.19,46.9,39,7.6,70.1,2.598366741,South
168.9,41216,65018,17.5,415.2696176,42.5,2.33,49,31.3,6.1,65.2,5.282054823,South
265.8,24265,17878,47,0,38.8,2.56,47.4,40.5,19,42.5,1.549958483,South
215.1,42288,9512,16.9,0,41.8,0.025,60.1,39.9,8.4,63.9,7.128810226,South
205,44358,87824,19.7,0,33.9,2.49,44.8,29.5,8.6,68.2,4.761498421,South
221.5,29421,12808,30.2,312.3048095,41,2.57,52.6,37.8,12.2,44.6,5.955168953,South
193.4,39089,19365,21.8,0,38.8,2.51,49.9,44.8,9.2,65.5,7.024889509,South
185.3,45596,31101,13.1,0,44.9,2.43,59,41,7.7,68.2,4.006754682,South
270.4,27484,12307,40.6,0,38.1,2.57,51.4,39.5,20.6,39.2,4.36746988,South
248.1,40260,17099,18.6,0,41.1,2.52,53.3,38.3,6.2,63.6,5.546875,South
225.1,52377,27924,12.6,0,36.7,2.73,57.1,39.8,11.5,67.9,6.956521739,South
229.5,30828,6358,27.1,0,41.6,2.56,53,39.1,14.7,51.2,4.84804631,South
206.3,43945,21407,17.6,0,42.6,0.024,56.4,38.8,11.5,66,5.675616678,South
218,30460,9909,25.2,0,43.4,2.51,58.4,40.9,7.4,51.8,11.46987952,South
227.9,30172,10667,26.2,0,42.7,2.39,55.9,41.8,9.5,55.3,3.581020591,South
205.9,41139,27608,20.8,470.8780064,38.8,2.61,48.4,39.1,10.4,59.6,5.746046657,South
242.8,30872,13275,30.4,0,40.7,2.45,51.9,36.2,9.6,47.3,6.742424242,South
207.1,38916,31183,21.6,0,41.5,2.6,55.2,42.1,10.3,60.5,5.430404297,South
185.4,54540,45126,12.7,421.043301,37.9,2.62,54.7,42,9.8,68.5,7.048374906,South
267.6,37061,7131,19.4,0,501.6,2.47,54.6,40.7,7.7,55.3,4.939063502,South
222.1,38261,24216,19.7,0,40.2,2.7,57.2,42.8,9.6,59.9,7.169811321,Midwest
163.6,92097,64875,5.5,0,39.6,2.98,57.5,23,4.3,85.1,4.704009263,South
159.8,43626,10730,17.4,0,41.7,2.59,54.5,47,8.6,66,5.220713073,South
263.1,23047,4461,45.1,0,43,2.56,52.7,34.6,8.8,35.9,4.527559055,South
188.1,47023,14408,15.6,0,41.5,2.67,55.5,47.9,6.4,67,5.568862275,South
280.8,31265,27565,27.5,834.3914384,41.4,2.47,53.6,32.2,13.9,48.3,4.955913652,South
238.4,32666,61792,27.4,80.91662351,41.1,2.38,54.6,36.4,10.7,53.1,5.073851204,South
292.5,32783,12269,26.7,0,38.4,2.56,45.4,40.7,8.3,52.9,5.682216766,South
219.5,32767,63782,26,0,42,2.45,52.1,41.2,9.1,60.1,6.00624025,South
274,37281,2138,23,0,46.7,2.31,53,36.1,6.7,55.8,1.204819277,South
228.1,33789,16942,24.1,0,41.8,2.51,55.3,43.2,11,55.3,4.281183932,South
235.2,37287,23892,23.4,41.85501423,32.2,2.44,41.6,31,6.5,61.2,4.886769964,South
214.9,33623,17662,26.3,0,42.9,2.48,49.9,36.6,11.8,50.7,3.919463087,South
179.6,61989,52420,10.9,0,35.8,2.65,55.6,30.7,6.9,75.4,5.258156478,South
155.7,57447,45632,12.8,153.401122,38.7,2.67,55.7,31.8,5.7,71.6,5.768189204,South
225.7,45269,18006,15,0,39.6,2.56,52.4,42.6,7,61.9,5.726431608,South
180.9,67437,17894,8.8,0,40.5,2.72,64.1,35.6,6.4,78.9,6.220984215,South
205,34633,25420,26.7,0,39.2,2.46,45.6,40.6,9.6,55.7,4.008328995,South
183.7,40002,12531,19.3,0,36.9,2.7,53.7,41.9,8.5,52.5,6.25698324,South
214.9,44676,14233,15.8,0,45.1,2.35,56.6,30.1,8.4,62.3,4.195088677,South
228.4,46708,8769,16.2,0,41.1,2.46,60.3,47.2,14.6,66.7,5.038961039,South
195.5,44119,15050,18.9,0,37.1,2.43,47.9,40.2,7.8,60.9,4.645550528,South
192.7,48925,122851,18.3,32.55976752,32.8,2.48,47.2,30.9,7.9,68.2,5.172199041,South
180.2,39983,12063,19.7,0,41.5,2.56,52.6,41.6,6.1,68.7,5.399151562,West
202.2,30619,20464,26.2,0,42,2.57,48.7,37,12.6,50.2,6.951992754,South
213.7,43024,13170,17.3,0,39.7,2.54,56.5,42.3,7.2,62.7,4.724137931,South
240.1,31086,36129,29.8,0,37.1,2.6,48.4,37.1,10.2,48.5,7.104526365,South
259.5,25768,7259,36.2,0,41.8,2.45,49.7,38.5,9.7,39.3,5.395462906,South
182.8,57067,25793,11.2,0,41.9,2.55,56.7,28.9,4.8,75.7,4.961767205,South
230.5,40269,62577,22,0,35.7,2.7,47.3,39.2,10.1,56.5,6.938635585,South
201.6,36852,25683,22.5,0,38.5,2.66,41.6,44,8.9,58,5.988023952,South
170,67299,119455,13.7,0,34.8,2.84,54.4,34.6,6.4,71.5,6.260702788,South
188.9,46317,22842,17.8,131.3370108,39.3,2.64,49.1,39.5,10.3,58.7,5.233611011,South
228,34022,41103,25.5,0,38.2,2.52,44.8,41.3,9.6,51.6,5.000553159,South
198.3,43918,36462,18.9,0,37.5,2.69,55,42.7,5.7,59.6,3.558718861,South
153.9,27512,3141,37.3,0,40.3,2.57,38.4,44.8,19.2,35.2,14.87889273,South
165.3,42985,273955,22.9,29.20187622,32.4,2.97,35.8,32,14.1,49.4,5.066533644,South
190,31577,6893,28.5,0,36.1,2.49,41.9,35.4,10.7,46.2,11.29568106,South
151.9,66970,741334,13,148.3811615,36,2.64,51.2,19.5,8,70.2,4.671194475,South
189.2,33125,43108,28.1,0,35.2,2.73,41.7,39.1,8.3,46.4,5.763286469,South
184,33509,45844,26.5,0,35.5,2.86,47.2,36.7,8.3,41.2,6.092124814,South
156.9,68067,144052,9.5,0,36.6,2.98,57,23.8,7.1,78.8,5.223686116,South
183.4,32408,17124,26.1,0,36.7,2.74,50.2,39.5,6.6,45,7.78998779,South
169.3,60809,138427,12.5,202.272678,37.6,2.73,57.8,31.6,7,73.5,6.63071161,South
197.9,43111,12388,19.9,0,43.5,2.72,48.8,35.6,11,57.5,2.190865206,South
164.9,31176,22881,32.5,0,38.4,2.64,45.3,35.7,15.5,46.7,5.115327381,South
238.2,42953,16264,16.4,0,40.7,2.47,57,35.5,6.1,62.3,3.774056486,South
179,57491,23312,11.8,0,41.5,2.74,57.1,29,8.5,67.7,6.774789571,South
198.3,33968,27174,27.7,0,37.4,2.46,43.4,34.9,6.5,48.9,4.241143971,South
157.4,50597,734871,20.4,700.8032702,35.1,2.63,38.2,21,11.3,61.3,5.74981682,South
190.6,32293,20882,25.9,0,40.2,2.35,44.9,42.1,9.8,56.1,5.125899281,South
124.3,31103,14035,30.4,0,41.4,2.52,40.3,43.4,11.7,48.3,1.972242513,South
194.2,32150,91332,31.7,306.5738186,34.2,2.52,33.6,29.3,18,48.9,6.218730618,South
175.3,54581,140733,14.2,28.42261588,35.9,2.87,47.7,31.2,10.5,64.9,6.214984071,South
200.4,34906,10575,29.9,0,40.3,2.62,39.2,38.1,9.4,50.5,4.907216495,South
126.4,34444,4040,27.1,0,35.4,2.86,52.1,36.2,10.1,40.2,1.424501425,South
201.7,61195,57106,11,35.02258957,36.1,2.95,55.1,38.2,6,70.2,5.321944809,South
176.8,35351,19364,21.4,0,41.3,2.49,48.1,45.7,10.8,52.9,7.219802888,South
205,30119,22708,32.7,0,36.9,2.68,41.7,40.2,13.2,43.4,8.514774495,South
194.4,33293,10787,26.6,0,35.3,0.026,47.6,37.9,10.3,52.1,7.363601679,South
182.8,37813,24303,19.6,205.7359174,50.2,2.48,55,38.8,12,52.2,4.835115865,South
140.8,79069,110714,6.9,72.25825099,43.3,2.8,60,21.5,7.6,80.4,3.49249879,South
165.7,46867,63508,15.8,0,43.6,2.45,51.6,28.1,7.9,57.5,6.476142726,South
202.2,34553,13886,20.6,0,43.7,2.27,61.6,37.1,10.2,59,7.489134069,South
209.1,36482,24687,20,0,40.9,2.66,46.6,41.3,11.5,54,5.908289242,West
174,36642,18454,24.9,0,38.6,2.63,50.1,42.8,7.9,49.6,6.281957633,South
213.5,31740,8398,26.5,0,34.9,2.98,49.8,39.2,7.3,40.5,5.448065173,South
192,34201,11299,25.9,0,37.1,2.71,53.5,40.5,4.4,51.6,3.53909465,South
127.6,43115,3180,27.3,0,42.6,2.55,47.7,42.2,7.1,50.4,5.354752343,South
186.1,37008,45459,29.5,0,34.1,2.62,34.6,39,8.4,65.6,3.145390664,South
138.7,46018,18495,16.9,0,40.4,2.8,57.1,45.5,8.5,61.1,4.162724693,South
192,49698,75370,13,0,34.8,3.05,52,35,10.1,62.1,5.318186956,South
218.3,31081,17403,28.5,0,38.6,2.68,42.6,41.7,9.7,48.4,7.459677419,South
194.4,41324,92596,18.7,21.59920515,41.1,2.35,52.4,34.1,7.1,69.3,5.10978957,South
180.7,35078,18963,26.7,0,39,2.71,51.1,38,13.8,49.2,5.015887426,South
199.3,36014,153721,28.2,377.3069392,35.6,2.59,37.7,32.6,12.4,55.9,5.466863951,South
162.6,40454,12243,23.2,0,37.3,2.71,41.1,44.8,4.8,64.4,3.671437461,South
210.8,36865,18455,21.7,0,39,2.79,53,45.6,10.9,43.9,4.942780618,South
159.3,32903,15658,28.8,0,496.8,2.37,46.9,38,17,48.4,4.200664853,South
208.9,66556,35137,11.9,0,35.1,2.89,57.8,27.6,9,70.8,4.93857195,South
184.2,36315,72651,31.4,27.5288709,26.3,2.54,38.1,28,9.1,66.3,3.911889349,South
203.3,35055,22745,31.1,0,36,2.81,42.9,39.9,8.2,50,5.410413193,South
240.6,41505,23593,21.3,0,38.4,2.7,46.6,43.8,10.3,60.9,6.070755704,South
162.8,30760,6479,38.5,0,38.2,2.13,33.6,38.6,7.7,45.2,7.258753202,South
193.3,41574,33115,16.6,0,41.7,2.46,54.4,40.6,9.8,66.5,4.830100247,South
173.3,51793,52102,12,0,31.6,2.68,55.3,31.4,8.5,71.9,6.953722334,South
174.8,31829,10886,29.1,0,37.1,2.75,44.9,34.9,8.1,44,3.962338172,South
194.5,43442,114545,22.9,52.38116024,34,2.72,46.6,35.8,12.1,60.2,7.523638459,South
