deathRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,Geography,AvgHouseholdSize,PercentMarried,PctHS18_24,PctHS25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,BirthRate
171.5,51514,16507,11.5,121.1607197,42.2,"Clay County, Iowa",2.27,55.6,32.4,36.9,3.8,74.2,45,35.2,4.909253198
168.3,49018,17644,10.8,56.67649059,45.4,"Clayton County, Iowa",2.3,58.6,38.6,44.5,4.2,74.2,43.1,36.6,5.962622367
191.8,48528,47768,12.9,20.93451683,42.1,"Clinton County, Iowa",2.36,52.1,32.1,36.3,4.8,74.3,50.4,36.2,4.6635126
148.6,50370,17094,11.6,234.000234,38,"Crawford County, Iowa",2.64,56.4,30.1,35.8,4.8,67.8,40.6,36.4,8.150028201
132.6,79173,80133,6.2,0,34.7,"Dallas County, Iowa",2.69,61.2,28,21.1,2.6,85.2,65.8,19.3,6.526994359
158.6,46750,8769,15.4,0,38,"Davis County, Iowa",2.73,60.6,27.3,37.4,4.2,57.2,34.7,32,8.783008037
209.1,36742,8220,21.3,0,37.4,"Decatur County, Iowa",2.38,50.1,26,38.6,7.5,62.2,36.3,40,5.356186395
154.1,55958,17403,8.9,57.46135724,43.1,"Delaware County, Iowa",2.48,57.8,32,44.1,3.6,80.1,47.3,29.8,5.807872282
170.1,45292,40055,15.7,0,42.1,"Des Moines County, Iowa",2.36,50.5,31.1,35.6,6.3,69.8,44.9,39.6,5.598682663
156.1,56551,17111,7.4,0,48.7,"Dickinson County, Iowa",2.14,63,22.6,29.6,3.8,77.2,41.4,37.2,7.152406417
210.3,33370,6337,23.8,0,47.5,"Talbot County, Georgia",2.43,42.7,37.7,43.3,10.6,61.8,39.1,36.9,4.686258936
234.9,28716,1639,32.3,0,47.9,"Taliaferro County, Georgia",2.42,40,50.3,43.9,12.1,51.4,21,46.2,0.56980057
216.4,34010,25229,28.2,0,36.2,"Tattnall County, Georgia",2.46,43.4,27.2,38,7.9,57.2,35.2,37.2,8.461219411
161.2,32815,8330,25.4,960.3841537,42.6,"Taylor County, Georgia",2.39,43.8,18.1,36.5,20.6,49.5,27.3,44.6,3.978779841
159.8,29244,16400,33.7,0,40.3,"Telfair County, Georgia",2.37,40.1,50.9,49.3,4.4,41.8,29.9,46,2.772573998
218.9,34604,9113,29.8,0,41,"Terrell County, Georgia",2.68,38.7,29.7,31.5,14.4,40.5,24.8,48.1,4.011887073
199,36973,45063,24.5,221.9115461,39.4,"Thomas County, Georgia",2.53,45.8,32.5,32.7,10.5,53.8,33.8,39.9,6.247570929
183.9,36303,40764,28.6,0,35.1,"Tift County, Georgia",2.76,42.3,24.9,33.6,5.8,47.9,33.5,37.4,6.308457711
201.3,34008,27241,24.5,0,34.9,"Toombs County, Georgia",2.5,52.1,37.5,39.2,9.6,46.3,32.5,39.4,4.553734062
193.1,39453,11182,18.1,0,52.4,"Towns County, Georgia",2.34,55,19.2,34.9,10,61.9,29,45.5,7.575757576
193.7,32536,6785,27.1,0,42.8,"Treutlen County, Georgia",2.38,41.6,45.9,41.6,5.4,51.8,31,46.3,1.448321264
186,41141,69763,19.5,0,36.1,"Troup County, Georgia",2.73,43.1,37.6,35.8,11.9,62.4,43.6,33.5,6.920828113
197,32171,8214,31.7,0,38,"Turner County, Georgia",2.63,41.8,20.2,35.9,12.5,44.7,29.3,43.3,0.476758045
189.8,36886,8390,28.1,0,45.6,"Twiggs County, Georgia",2.79,44.8,46.3,38.7,6.7,54.7,36.7,42.1,5.235294118
159.3,40667,22267,15.1,0,53.3,"Union County, Georgia",2.54,57.9,34,33.4,13,59.5,29.2,47,2.147577093
189.5,34867,26368,25.9,0,41.5,"Upson County, Georgia",2.55,50,35.9,35.4,11.1,51.6,32.8,45,5.682006978
212.7,39078,68066,20,0,40.4,"Walker County, Georgia",2.59,51.3,35.3,37.2,8.4,59.8,43.4,35.8,6.366601435
193.3,52082,88399,15.6,0,38.5,"Walton County, Georgia",2.88,57.1,42,35.6,7.9,68.9,47.8,30,5.68799466
180.1,34288,35370,28.8,28.27254736,37.9,"Ware County, Georgia",2.39,48.2,27.3,40.8,7.2,50.2,31.9,42.8,7.919234299
194.6,31623,5460,28.9,0,44.3,"Warren County, Georgia",2.58,39.3,40.9,42.3,16.4,52.9,34.3,42.1,7.881355932
186.4,36137,20816,30.2,0,40,"Washington County, Georgia",2.64,41.3,43.1,41.5,12.2,56.9,36.5,38.4,5.967408768
205.6,41093,29534,25.5,0,37.3,"Wayne County, Georgia",2.77,47.6,32.6,42.1,11.3,53.3,35,35.8,5.499843309
143.1,33893,2648,22.8,0,41,"Webster County, Georgia",2.56,44.6,15.3,46.3,5.8,56.1,36.5,40.6,2.646502836
179.9,30264,7903,38.9,0,38.4,"Wheeler County, Georgia",2.16,34.6,56.1,54.8,10,43.4,32.5,44.5,5.070993915
144.6,42126,28319,16.9,0,43.9,"White County, Georgia",2.42,62.7,33.7,31.2,6.8,63.2,37.7,36.7,3.822835972
182.8,43731,104216,20.7,0,34.8,"Whitfield County, Georgia",2.96,52.2,31.4,28.9,10.3,54.4,40.7,31.8,6.314687286
195,32722,8857,30.7,0,39.4,"Wilcox County, Georgia",2.52,39.7,37.7,50,6.7,51.8,36.3,40.7,2.918781726
210,32042,9867,26.7,0,44.4,"Wilkes County, Georgia",2.45,42.7,35.6,43.4,8.9,55.2,31.4,43.4,7.441634241
178,34512,9155,23.2,327.689787,41.6,"Wilkinson County, Georgia",2.8,45.2,42.5,51.2,7.3,60.5,43.6,38.8,1.811062163
160,40382,20699,22.6,0,40.4,"Worth County, Georgia",2.65,48.3,50.2,41.1,9.8,48.9,33.1,39.2,2.338461538
147.6,51887,196428,18.1,0,41.1,"Hawaii County, Hawaii",2.9,47.9,36.7,31.9,8.1,63.9,43.6,40.9,6.030934113
135,73985,998714,9.8,708.9116604,36.9,"Honolulu County, Hawaii",3.06,50.2,36.7,26.4,5.6,79.2,47.3,30,6.457474103
149.4,58883,71735,12.3,655.1892382,41.6,"Kauai County, Hawaii",3.07,51.8,43.3,30,5.4,72.8,52.1,32.5,4.798813776
139.9,64916,164637,13.1,103.2574695,40,"Maui County, Hawaii",2.96,50.2,45.5,31.2,6.9,72.3,52.5,31,6.34729556
151.6,57908,434211,11.6,414.5450023,35.8,"Ada County, Idaho",2.61,53.6,30.1,21.4,6.6,76.1,53.6,23.7,4.783515756
121,40777,3843,14.9,0,51.3,"Adams County, Idaho",2.39,55.3,48.4,35.4,11.3,58.4,24.8,43.8,9.375
151.5,44324,83744,17.4,11.94115399,32.7,"Bannock County, Idaho",2.67,51.6,30.6,26.6,7.2,71.2,46.6,29.3,5.416377859
143.2,45504,5922,13.4,0,39.5,"Bear Lake County, Idaho",2.51,64.5,43,39,3.3,71.6,41.9,32.7,9.638554217
222.2,46277,9052,15.7,0,45.4,"Benewah County, Idaho",2.45,52.3,53.5,40.8,10.1,56.2,34,37.6,5.089647195
155.8,47292,44990,15,22.22716159,32.9,"Bingham County, Idaho",3.07,58.9,41.7,29.4,7.1,65.8,45.3,30.9,7.30438263
94.4,63490,21592,10.6,46.31344943,43,"Blaine County, Idaho",2.35,59.8,40.5,18,4.1,68.6,32.4,23.3,7.863131656
163.9,50874,7058,15.6,0,52,"Boise County, Idaho",2.29,56.9,33.2,27.8,10.5,67.9,36.3,37.8,3.703703704
175.5,45193,41859,16.2,501.6842256,47.2,"Bonner County, Idaho",2.36,57.8,49.9,31.4,6.2,62.9,35.4,36.7,6.717676047
137.4,51440,110089,15.5,36.33423866,32.4,"Bonneville County, Idaho",2.9,56.8,40.7,27.5,5.6,70,44.7,28.7,7.807625299
161,42720,11318,16.7,0,43.7,"Boundary County, Idaho",2.55,61.2,39.3,36.8,4.7,51.5,26.2,38.2,5.523535062
107.2,42907,2501,14.8,0,40.9,"Butte County, Idaho",2.59,56.6,13.8,36.5,6.8,61.7,35.6,35.7,4.31372549
154.8,43489,207478,18,106.0353387,32.8,"Canyon County, Idaho",2.98,53.8,40.7,32,9.4,58,38.1,34.9,6.940188877
184.5,55770,6770,11.5,0,36.8,"Caribou County, Idaho",0.0257,66.1,30.9,35.5,1.5,78.4,51.8,28.3,5.12455516
133.7,45078,23506,15.6,0,31.7,"Cassia County, Idaho",2.96,60.1,41.3,26.9,5.7,61.6,40.5,29.7,8.097815193
164.7,41304,8496,16.6,0,50.2,"Clearwater County, Idaho",2.05,55.4,32,34,7.3,62,30,45.1,6.401766004
160.5,42704,4087,15.7,489.3564962,52,"Custer County, Idaho",2.33,62.7,23.6,34.8,3.3,68.5,39.4,33.9,3.808180536
180,45049,25876,14.4,0,30.8,"Elmore County, Idaho",2.6,59.8,44.9,27.9,8.4,68.7,22.1,33.2,8.913784705
136.3,50545,13074,10.8,0,32.4,"Franklin County, Idaho",3.03,65,49.1,33.4,5,69.1,45.7,28.4,9.856115108
140.9,45578,12819,15.1,0,36.3,"Fremont County, Idaho",2.75,65.3,39.2,34.2,6,67.4,37.4,32.4,6.445533358
190,41688,16852,15.9,0,44.7,"Gem County, Idaho",2.63,52.2,55.9,37.7,14.2,56.9,34.9,38.1,4.495990836
151.5,44669,15284,17.1,0,36.3,"Gooding County, Idaho",2.84,59.1,44.2,33.1,3.8,50.5,27.3,37.6,6.793917826
162,39551,16272,16.3,0,48.9,"Idaho County, Idaho",2.38,58.4,53.6,37.3,6.4,63.1,31.4,42.1,5.367647059
136.4,52428,27157,11.5,0,31.1,"Jefferson County, Idaho",3.3,61.8,39.8,30.8,6.1,68,41.7,29.9,6.959459459
147.6,46513,22814,15.7,0,32.1,"Jerome County, Idaho",2.95,59.9,39.4,28.2,6.6,50.8,32.2,32.6,8.495681864
173.4,49061,150346,12.9,525.454618,39.4,"Kootenai County, Idaho",2.54,55.3,36.8,28.4,7.9,67.8,41.5,31.6,7.001795332
148.9,43482,38778,19.9,0,28.5,"Latah County, Idaho",2.33,45.5,15.2,19.8,7.6,80.5,52.6,21.5,4.020530368
142.6,37869,7735,18.2,0,51.2,"Lemhi County, Idaho",2.03,57.8,60,33.7,6.1,63.2,27.4,44.3,5.332359386
185.6,39918,3789,13.7,0,48.2,"Lewis County, Idaho",2.31,55.6,34,34.3,6.5,56.4,30.5,41.8,4.80349345
145.9,44046,5297,14.1,0,33.8,"Lincoln County, Idaho",3.21,59.5,52.3,38.3,6,51.1,25.9,34.2,6.751054852
125.2,36065,38273,27.1,0,23.2,"Madison County, Idaho",3.6,53.6,16.6,15.8,10.2,76,44.4,21.6,6.963315217
163.5,46332,20461,16.8,0,35.5,"Minidoka County, Idaho",2.83,60.3,43.9,29.2,4.8,55.7,35.4,32.2,5.314458111
180.1,46214,40048,14.6,449.4606472,41.6,"Nez Perce County, Idaho",2.4,50.4,33.8,30.7,6.1,69.8,44.4,34.3,6.338028169
141,46503,4281,13.9,0,39,"Oneida County, Idaho",2.66,61,61.3,38.4,6.7,74.6,46.8,32.9,5.384615385
152.5,38478,11310,23.6,0,37.5,"Owyhee County, Idaho",2.85,51,47,36.9,11.7,48.7,29.8,35.5,9.079391892
166,45533,22896,14.2,960.8665269,38.5,"Payette County, Idaho",2.77,55.5,37.2,33.1,10.1,59.4,36.6,34,8.451001054
114.3,48048,7648,15.7,0,34.2,"Power County, Idaho",2.99,55.5,39.1,39.8,9.4,60.6,38.8,36,12.93684856
225.1,36577,12432,18.9,0,47.1,"Shoshone County, Idaho",2.16,55,43.3,36.2,11.8,59.9,35.8,40,8.244897959
114.2,57644,10564,11.6,0,35.2,"Teton County, Idaho",2.85,52.9,47.1,20.1,8.5,67.5,40.7,19.7,7.958199357
165.4,44236,82375,14.5,461.3050076,34.5,"Twin Falls County, Idaho",2.71,55.7,28.5,28.9,5.9,65,40,31.1,8.551754776
131.6,49380,10103,11.7,0,49.4,"Valley County, Idaho",2.99,50.9,44.4,28.6,5.7,59.7,32.6,40.3,1.604584527
173.6,35955,9984,17.8,0,44.9,"Washington County, Idaho",2.59,54.4,38.4,34.4,9.7,54.7,31.3,40.3,8.792924037
167.4,46061,67013,14.2,253.6821214,40.6,"Adams County, Illinois",2.44,52.6,33.3,36.1,6.8,68.1,45.1,38.2,5.866611774
181.1,30699,6780,35.6,0,39.7,"Alexander County, Illinois",2.65,37.8,42.4,35.8,13.9,39.5,21.9,58,4.373757455
171.7,49886,16950,16.2,0,40.1,"Bond County, Illinois",2.57,47.5,23.8,39.8,6.4,68.1,46.7,40.2,5.736868944
163.7,58792,53585,10.2,0,38.2,"Boone County, Illinois",2.95,55.1,31.3,36,9.7,71.2,53.4,30.8,5.621301775
165.8,50225,6829,14.2,0,37.7,"Brown County, Illinois",2.43,37.9,15.6,41.9,5.4,77.6,52.5,29.6,3.908484271
172.2,52138,33587,13.1,2768.928454,43.4,"Bureau County, Illinois",2.4,55.4,38.4,39.4,7.6,70.1,46,36.8,5.996296824
152.3,49689,4899,12.1,0,46.9,"Calhoun County, Illinois",2.37,65.4,19,43.5,5.4,70.3,43.7,44.8,6.910994764
194.4,50750,14616,12.6,0,47.5,"Carroll County, Illinois",0.0222,56.1,40.6,43.3,8.1,70.5,43,38.6,4.903978052
195.3,46289,12847,13.2,0,39.2,"Cass County, Illinois",2.51,51.1,45.2,46.5,8.5,69.9,48.7,34.1,4.770134808
152.5,47966,208861,22.6,588.9084128,29.3,"Champaign County, Illinois",2.38,39.3,14.3,22.8,6.5,77.3,54.5,24.6,3.467190704
196,46870,33642,14.4,0,42,"Christian County, Illinois",2.31,51.1,43,44.1,5.4,70.2,46,38.5,4.048467569
199.1,50645,15979,13.9,0,43.4,"Clark County, Illinois",2.4,57,36.9,38.2,8.5,63.6,37.8,43.6,5.790960452
190,45709,13428,13.6,0,42.8,"Clay County, Illinois",2.39,56.5,37.1,38.6,6.7,62.2,35.9,46.2,6.40518172
167,60556,37786,9.9,0,40.1,"Clinton County, Illinois",2.59,53,25.4,32.7,4.9,80.2,55.3,28.1,3.719306692
176.1,41319,52521,22.9,476.0000762,33.3,"Coles County, Illinois",2.31,42,14.8,32.2,9.7,69.2,45.8,34.3,4.437890116
177,55058,5238216,17.1,371.1187168,35.9,"Cook County, Illinois",2.65,41.9,26.7,24,10.7,61.5,46.3,32.6,4.994880839
191.5,45889,19414,15.2,0,42.4,"Crawford County, Illinois",2.37,52.9,29.3,33.6,6.8,68.1,43.4,38.3,3.962879358
201.4,49567,10898,12.2,0,41.6,"Cumberland County, Illinois",2.51,56.1,36.1,37.2,7.4,68.1,44.1,40.1,6.796116505
171.7,56536,104352,14.7,19.16590003,30.3,"DeKalb County, Illinois",2.65,41.4,20.4,26.3,10.4,73.3,51.9,27,4.533178353
195.5,55193,16247,10.9,0,42.8,"De Witt County, Illinois",2.36,56.5,44.7,38.6,7.7,72.5,46.3,35.9,8.025966362
177.5,52526,19823,10,0,38.3,"Douglas County, Illinois",2.58,57.7,29.7,36.2,6.1,64.6,43.3,31.4,6.28798504
152.7,80037,933736,7.9,214.1933052,38.8,"DuPage County, Illinois",2.72,55.6,26.3,19,7,79,59.8,22.8,4.783276672
177,45485,17664,15.1,0,43.4,"Edgar County, Illinois",2.29,56.3,36.4,39.2,9.6,67.2,43.2,40.8,6.41025641
189.9,46894,6534,11.6,0,43.7,"Edwards County, Illinois",2.37,55.1,26.5,36.8,8.3,69.3,42.5,39.9,9.853733641
129.9,86413,212438,6.3,47.07255764,38,"Forsyth County, Georgia",3.14,62.6,30.2,19.3,6.2,79.6,61.5,16.8,5.246691229
198.3,38055,22311,24.4,0,40.9,"Franklin County, Georgia",2.54,52.6,37.6,38.3,8.4,53.3,34.5,42.7,6.796906797
165.3,55516,1010562,17.4,267.1780653,34.8,"Fulton County, Georgia",2.5,38.3,21.6,18,9.9,67.8,50.2,24.6,4.41557191
136.4,40010,29400,19.7,0,45.1,"Gilmer County, Georgia",2.58,59.3,42.9,35.5,10,51.5,27.8,41.1,6.54966528
211.1,39643,3065,19.4,0,40,"Glascock County, Georgia",2.67,54.7,51.7,44.6,7.1,66.6,48,27.8,0.855920114
168.9,46737,83579,19.3,23.92945596,40.5,"Glynn County, Georgia",2.49,48.9,39.8,28.2,9.3,58.7,35.5,36.2,5.647184414
191.7,43880,56574,17.8,0,37,"Gordon County, Georgia",2.83,53.8,36.2,35.7,8.3,56.1,41,33.9,6.428197261
199.1,35237,25205,26.2,0,39.1,"Grady County, Georgia",2.7,47.3,38.3,36.8,10.5,44.2,26,43.4,3.794871795
177.8,42823,16710,24.4,0,47.6,"Greene County, Georgia",2.4,52.7,37.8,35.6,6.8,54.8,26.6,44.2,6.786885246
146.1,59858,895823,13.4,35.72134227,414,"Gwinnett County, Georgia",3.12,52.2,31.8,23.4,8.3,65.2,49.1,21.8,4.837677143
180.5,40994,43996,15.3,0,38.8,"Habersham County, Georgia",2.74,53.7,36.2,34,7.7,60.3,41.1,33.8,6.010723356
153.5,52238,193535,16.8,258.3512026,35.6,"Hall County, Georgia",3,52.2,36.3,28.1,7.5,61.5,43.8,29.4,6.393153226
160.6,26309,8551,35.3,0,43.9,"Hancock County, Georgia",2.49,30.2,35.4,40.6,14.6,54.8,30.4,45.1,3.166561115
213.9,40387,28854,18.8,138.6289596,40.3,"Haralson County, Georgia",2.63,55.2,39.5,37.7,12.3,58,42.7,36.9,6.089508437
139.4,66249,33381,9.5,59.91432252,43.1,"Harris County, Georgia",2.79,56.7,25.1,27.4,8,73.7,47,28.8,5.808219178
166.4,38564,25534,21.4,0,43.2,"Hart County, Georgia",2.48,52.9,41,37.9,6.2,55.6,37.8,38.8,8.220466516
178.8,41348,11539,19,0,40.1,"Heard County, Georgia",2.65,52.2,30.1,43.2,12.1,53.3,37.4,39.7,5.545147996
175.9,60388,217739,13.7,13.77796353,36.3,"Henry County, Georgia",3,50.6,34.5,30.5,10.3,69.1,49.7,26,3.860213737
174,53027,150033,17.2,6.665200323,34.8,"Houston County, Georgia",2.72,51.7,36.7,30,9.7,69.3,40.9,29.7,5.666906226
192.8,35955,9245,25.3,0,39,"Irwin County, Georgia",2.71,47.3,39.9,44.2,6.8,48.5,32.4,43.1,5.602094241
213.2,51931,63360,13.5,0,38.3,"Jackson County, Georgia",2.88,56.7,40.7,34.3,7.9,67.6,47.9,27.4,4.117165096
169.3,41818,13635,18.2,0,39.9,"Jasper County, Georgia",2.61,53.8,50,40.2,12.7,55.5,39.7,37,3.74722134
171.6,35235,14920,24.8,0,36.1,"Jeff Davis County, Georgia",2.75,54.9,22.7,40.2,6.6,45.8,30.7,42.3,4.831625183
211.2,30835,16106,26.4,0,38.4,"Jefferson County, Georgia",0.0261,41.6,35.7,41.2,17,43.3,26.8,42.4,4.429860541
215,30678,8957,34.6,0,40.7,"Jenkins County, Georgia",2.53,37.6,28.8,36.8,10.3,44.9,27.5,45.3,3.774792067
167.8,29818,9656,30.4,3935.376968,39.6,"Johnson County, Georgia",2.8,42,35.8,39.3,9,52.2,34.1,39.8,2.640934485
162.1,51749,28494,14.5,0,39.4,"Jones County, Georgia",2.76,52.5,40.7,37.3,9.5,65.1,47.7,31.8,3.929500144
204.1,40339,18201,21.3,0,38.6,"Lamar County, Georgia",2.62,45.3,27.4,37.9,15.6,58.4,34.4,36.9,4.34410443
209.2,37113,10312,23.9,0,33.6,"Lanier County, Georgia",2.72,48.5,26.4,30.5,14.6,46.9,26.1,37.5,6.906534326
169.7,35807,47731,25.4,62.8522344,38.5,"Laurens County, Georgia",2.65,45,41.3,43.6,6.6,57.4,40,39,4.598218303
192.8,64533,29202,11.8,0,36.7,"Lee County, Georgia",2.76,56.4,23.2,28.6,7.2,73.5,52.2,24.5,5.414364641
170.3,41682,62467,17.2,0,27.6,"Liberty County, Georgia",2.72,54.1,45.3,31.5,12.9,69.5,20.5,26.4,9.713596623
196.7,39484,7673,17.9,0,47.2,"Lincoln County, Georgia",2.23,46.5,36.6,42.2,9.3,58.6,33.3,38,1.638311279
180.9,43193,17731,21.9,0,31.2,"Long County, Georgia",3.27,47.6,53.4,36.9,15.6,60.5,29,31.3,5.82010582
180.9,38887,112865,24.5,70.88114119,29.4,"Lowndes County, Georgia",2.78,40.6,25.7,28.3,13,58.5,33.8,31.5,6.143722718
158.1,44653,31408,18.6,0,36,"Lumpkin County, Georgia",2.66,47.5,23.2,28.6,8.2,66.3,40.6,28.9,3.509433962
219.5,37413,21540,27.6,0,38.2,"McDuffie County, Georgia",2.61,48.4,27.4,38.6,9.5,54.9,31.9,37.9,5.374121538
143.9,37603,13969,23.3,0,47.6,"McIntosh County, Georgia",2.63,47.8,51.6,35.8,8.8,54.3,32.6,42.1,2.708877285
214.9,29430,13632,34.1,0,40.5,"Macon County, Georgia",2.62,34.5,25.1,37.8,18.7,49.2,30,40.8,6.381381381
227.2,45557,28441,19.7,0,40.2,"Madison County, Georgia",2.75,50.8,35.9,39.9,8.7,59,40.3,34.9,5.50827789
159.3,36055,8761,25.9,0,500.4,"Marion County, Georgia",2.83,44.1,41.2,37.5,14.3,56.5,30.2,36.4,12.648456059999999
173.9,37243,21190,23.6,0,42.1,"Meriwether County, Georgia",2.65,48.7,30.1,39,12.8,51.2,34.6,42.6,6.365870002
200.8,35276,5854,25.1,0,41,"Miller County, Georgia",0.0242,49.6,42.2,40.3,6.5,52.6,33.3,43.6,2.32
179.7,32711,22574,32.6,0,37.6,"Mitchell County, Georgia",2.55,39.8,41.8,39.8,13.5,46.6,30.8,42.1,7.192480588
139.2,53542,27103,14.8,0,41.9,"Monroe County, Georgia",2.68,51.1,31.8,35.4,10.5,66.2,46.6,31.9,4.581280788
163.1,36436,8951,22.4,0,38,"Montgomery County, Georgia",2.62,45.1,27.5,42.3,6.7,54.3,38,37.7,6.796116505
172.3,50295,18046,15,3657.320182,43.2,"Morgan County, Georgia",2.76,53.8,45.9,34.8,6.9,66.2,41.1,33.8,3.7027833
204,40976,39565,18.7,0,37.2,"Murray County, Georgia",2.75,54.4,34.1,36.8,11.1,53.2,41.6,33.8,3.893548721
190,41783,200579,21.9,174.4948374,33.5,"Muscogee County, Georgia",2.61,39.5,32.3,27.7,11,62.4,32.3,34.9,6.992367626
182.4,48058,105473,19.4,0,429.6,"Newton County, Georgia",2.92,44.4,33.9,32,11.8,60.6,42.8,33.6,6.215613383
140.8,80631,35965,7.9,0,39.7,"Oconee County, Georgia",2.88,61.2,27,21.3,5,80.6,59,20.4,3.593692703
150.6,46840,14871,15.8,0,42.4,"Oglethorpe County, Georgia",2.63,52.6,39.2,36.1,5.3,62.2,40.5,35.3,6.672760512
173.2,63964,152238,10.7,6.568662226,35.1,"Paulding County, Georgia",2.99,57.5,39.2,35.6,8.7,72.3,55,22.6,4.002336389
222.3,40550,26720,21.7,2844.311377,34.7,"Peach County, Georgia",2.5,44.7,23.3,30.1,11.3,60.9,37,33.9,2.874946891
176.4,51047,30309,12.3,263.9480022,44.7,"Pickens County, Georgia",2.61,62.8,43.3,30.8,8.3,68,41.7,34.5,5.382482466
219.8,40526,19103,18.9,0,39,"Pierce County, Georgia",2.72,50.2,44.9,39.3,8.9,54.2,35.2,37.7,7.704581719
224.3,50395,17941,13.7,0,38.9,"Pike County, Georgia",2.92,56.2,41.9,39.2,10.4,65.2,44.8,28,3.422926717
127.1,36128,11396,23.9,0,41.3,"Pulaski County, Georgia",0.0255,41.2,41.6,43.6,7.4,54.2,35.3,41.5,3.860242322
186.9,42125,21353,18.9,0,45.6,"Putnam County, Georgia",2.49,58.7,46.7,39,6.3,61.9,35.5,38.7,5.057135911
250,29477,2302,29.5,0,49.2,"Quitman County, Georgia",2.29,40.2,53.9,40.7,11.2,48.8,24.7,53.6,8.61618799
169,38449,16281,20.6,0,47.8,"Rabun County, Georgia",2.34,55.1,37.6,34,7.3,50.8,28.3,40.6,5.049875312
127,25807,7193,36.3,0,39.2,"Randolph County, Georgia",2.54,40.7,34.4,35.3,10.4,41.8,20.9,47.8,10.85271318
197.6,36012,201793,26,535.2019148,33.3,"Richmond County, Georgia",2.68,35.2,38,31.1,12,56.6,32.6,38.9,6.251597303
162.1,48287,88856,17.3,0,37.5,"Rockdale County, Georgia",2.91,46.4,40,31.2,11.2,62.2,44,28.6,5.788659325
151.3,39601,5168,20.1,0,38.4,"Schley County, Georgia",2.7,53.4,28.3,34.4,12.4,51.7,34.5,38.1,6.255585344
214.9,34012,14162,26.2,353.0574778,40,"Screven County, Georgia",2.61,45.1,33,42.2,9.8,52,34.1,38.7,7.930489731
180.1,37672,8647,26.4,0,45.1,"Seminole County, Georgia",2.62,46.9,23,40.3,9.4,51.1,31.3,43.1,2.387267905
196.2,35555,64051,27.4,0,38.2,"Spalding County, Georgia",2.76,44.8,34.4,36.5,12.4,54.3,37,39.8,5.051532411
213.1,36870,25586,20.9,0,41.2,"Stephens County, Georgia",2.7,54.9,28.2,38.3,10.6,59.1,38.3,39.3,7.304204452
228.8,27635,5851,39.4,0,38,"Stewart County, Georgia",2.48,23.1,37.9,35.6,14.5,41.3,23.6,47.1,2.584269663
181.7,34017,30779,33.9,0,34.6,"Sumter County, Georgia",2.58,37.6,28.8,31.4,14.4,49.3,29.7,45.7,6.812933025
178,46495,5040,12.8,0,49.2,"Big Stone County, Minnesota",2.18,63.2,20.7,42.4,3.3,76.1,35.3,38.7,7.09382151
151.9,49513,65787,17.9,45.60171462,30.1,"Blue Earth County, Minnesota",2.46,43.6,15.9,28.1,4.9,79.5,56.3,26.5,4.61118069
161.5,52272,25313,8.9,1896.258839,43.5,"Brown County, Minnesota",2.27,55.4,28.9,37.6,3.2,81.5,52.1,30.6,5.656722201
187.8,53291,35569,12.1,0,41,"Carlton County, Minnesota",2.51,50.6,34.3,36.4,5.4,73.1,53.1,34.1,5.169121658
148.8,88500,98741,4.8,638.0328334,36.9,"Carver County, Minnesota",2.76,62.3,26.7,21.2,3.8,87.5,68.6,17,5.473379087
168.1,45179,28706,15.7,0,48.3,"Cass County, Minnesota",2.19,61.1,44.2,35.4,7.4,61.7,31.9,49.5,7.941812463
167.2,51274,12109,11.5,0,43,"Chippewa County, Minnesota",2.36,56.4,29.7,36,2.6,68.5,40.2,39.5,8.914100486
149,75122,54293,6.2,0,40.2,"Chisago County, Minnesota",2.63,57.2,37.8,34.6,5.5,80.1,58.9,27,5.001246158
161,55560,62324,13.3,0,32.4,"Clay County, Minnesota",2.51,49.6,24.4,27.3,4.3,78.8,57.8,26.5,6.780928638
184.9,43674,8803,17.8,0,42.5,"Clearwater County, Minnesota",2.48,57.1,37.4,38.1,7.4,57.6,34.5,45.2,7.495429616
128.7,48593,5194,10.4,0,51.3,"Cook County, Minnesota",1.93,63.3,25.8,25.1,4,73.9,42.9,38.6,2.465166131
153.8,48176,11549,12.9,0,42.8,"Cottonwood County, Minnesota",2.38,57.7,36.8,36.2,4.9,70.6,36.5,43.5,8.062360802
176.7,50162,63428,10.9,378.3817872,43.5,"Crow Wing County, Minnesota",2.36,56.3,29.2,31.4,5.7,70.1,42.4,41.1,6.153360682
154.4,76269,414686,7.3,159.1565667,37.5,"Dakota County, Minnesota",2.59,55.2,30.2,21.6,5,82.2,63.7,22.7,5.401029725
153.6,68777,20364,7.6,0,37.9,"Dodge County, Minnesota",2.67,59.6,38.6,33.5,3.5,81.8,60.1,24.7,6.386701662
160.9,52298,37075,9.6,80.91706001,44.1,"Douglas County, Minnesota",2.32,59.8,25.3,29.9,4.5,77.9,46.3,35.2,6.190278355
158.9,48163,14050,13.5,1138.790036,46.7,"Faribault County, Minnesota",2.18,57.4,34.1,39.9,4.2,72.1,42.1,39.6,3.50678733
152.7,52444,20834,11.6,0,43,"Fillmore County, Minnesota",2.4,59.1,31.1,35.7,4.3,74.8,46.5,33.2,5.655206776
